# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  2 09:45:47 2015
#
# CONSTRAINT:  where (pl_kepflag > 0
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_vjblend:     V-band (Johnson) Blend Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr:     Effective Temperature Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_msinie:      Planet M*sin(i) [Earth mass]
# COLUMN pl_msinieerr1:  Planet M*sin(i) Upper Unc. [Earth mass]
# COLUMN pl_msinieerr2:  Planet M*sin(i) Lower Unc. [Earth mass]
# COLUMN pl_msinielim:   Planet M*sin(i) Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_spblend:     Spectral Type Blend Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_loggblend:   Stellar Surface Gravity Blend Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr:     Stellar Density Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfelim:    Stellar Metallicity Limit Flag
# COLUMN st_metfeblend:  Stellar Metallicity Blend Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr,st_logglim,st_loggblend,st_dens,st_denserr,st_denslim,st_metfe,st_metfeerr,st_metfelim,st_metfeblend
1096,Kepler-207,d,Transit,3,5.86807500,0.00000900,-0.00000900,0,0.068000,,,0,,,,,,,,,,,,,0.295,0.056,-0.056,0,,,,,,,,,0,1,19h20m07.32s,290.030518,+42d09m57.8s,42.166050,,,,,,,,,5920.00,116.00,0,0,,,,,1.59,0.30,0,0,,,,,,,,,,,0.030,0.006,-0.006,0,,,,,,4.13,0.15,0,0,,,,-0.023,,0,0
1097,Kepler-208,b,Transit,4,4.22864000,0.00001800,-0.00001800,0,0.054000,,,0,,,,,,,,,,,,,0.145,0.027,-0.027,0,,,,,,,,,0,1,19h35m33.65s,293.890198,+42d31m40.8s,42.528008,,,,,,,,,6092.00,100.00,0,0,1.03,,0,0,1.31,0.24,0,0,,,,,,,,,,,0.015,0.003,-0.003,0,,,,,,4.26,0.15,0,0,,,,,,,
1098,Kepler-208,c,Transit,4,7.46662300,0.00006700,-0.00006700,0,0.079000,,,0,,,,,,,,,,,,,0.124,0.023,-0.023,0,,,,,,,,,0,1,19h35m33.65s,293.890198,+42d31m40.8s,42.528008,,,,,,,,,6092.00,100.00,0,0,1.03,,0,0,1.31,0.24,0,0,,,,,,,,,,,0.013,0.002,-0.002,0,,,,,,4.26,0.15,0,0,,,,,,,
1099,Kepler-208,d,Transit,4,11.13178600,0.00013100,-0.00013100,0,0.103000,,,0,,,,,,,,,,,,,0.107,0.021,-0.021,0,,,,,,,,,0,1,19h35m33.65s,293.890198,+42d31m40.8s,42.528008,,,,,,,,,6092.00,100.00,0,0,1.03,,0,0,1.31,0.24,0,0,,,,,,,,,,,0.011,0.002,-0.002,0,,,,,,4.26,0.15,0,0,,,,,,,
1100,Kepler-208,e,Transit,4,16.25945800,0.00017600,-0.00017600,0,0.132000,,,0,,,,,,,,,,,,,0.132,0.025,-0.025,0,,,,,,,,,0,1,19h35m33.65s,293.890198,+42d31m40.8s,42.528008,,,,,,,,,6092.00,100.00,0,0,1.03,,0,0,1.31,0.24,0,0,,,,,,,,,,,0.014,0.003,-0.003,0,,,,,,4.26,0.15,0,0,,,,,,,
1101,Kepler-209,b,Transit,2,16.08784500,0.00004100,-0.00004100,0,0.122000,,,0,,,,,,,,,,,,,0.202,0.030,-0.030,0,,,,,,,,,0,1,19h24m40.69s,291.169525,+42d38m26.9s,42.640812,,,,,,,,,5513.00,100.00,0,0,,,,,0.94,0.14,0,0,,,,,,,,,,,0.021,0.003,-0.003,0,,,,,,4.47,0.15,0,0,,,,0.008,,0,0
1102,Kepler-209,c,Transit,2,41.74988200,0.00010600,-0.00010600,0,0.231000,,,0,,,,,,,,,,,,,0.277,0.045,-0.045,0,,,,,,,,,0,1,19h24m40.69s,291.169525,+42d38m26.9s,42.640812,,,,,,,,,5513.00,100.00,0,0,,,,,0.94,0.14,0,0,,,,,,,,,,,0.028,0.005,-0.005,0,,,,,,4.47,0.15,0,0,,,,0.008,,0,0
1103,Kepler-210,b,Transit,2,2.45323400,0.00000100,-0.00000100,0,0.032000,,,0,,,,,,,,,,,,,0.262,0.019,-0.019,0,,,,,,,,,0,1,19h30m00.81s,292.503387,+43d04m59.3s,43.083149,,,,,,,,,4559.00,100.00,0,0,,,,,0.65,0.03,0,0,,,,,,,,,,,0.027,0.002,-0.002,0,,,,,,4.66,0.15,0,0,,,,-0.748,,0,0
1104,Kepler-210,c,Transit,2,7.97251300,0.00000300,-0.00000300,0,0.070000,,,0,,,,,,,,,,,,,0.323,0.017,-0.017,0,,,,,,,,,0,1,19h30m00.81s,292.503387,+43d04m59.3s,43.083149,,,,,,,,,4559.00,100.00,0,0,,,,,0.65,0.03,0,0,,,,,,,,,,,0.033,0.002,-0.002,0,,,,,,4.66,0.15,0,0,,,,-0.748,,0,0
1105,Kepler-211,b,Transit,2,4.13857500,0.00001000,-0.00001000,0,0.048000,,,0,,,,,,,,,,,,,0.112,0.008,-0.008,0,,,,,,,,,0,1,19h01m45.40s,285.439148,+43d10m06.5s,43.168484,,,,,,,,,5123.00,100.00,0,0,0.97,,0,0,0.82,0.05,0,0,,,,,,,,,,,0.012,0.001,-0.001,0,,,,,,4.55,0.15,0,0,,,,0.106,,0,0
1106,Kepler-211,c,Transit,2,6.04045000,0.00001600,-0.00001600,0,0.062000,,,0,,,,,,,,,,,,,0.115,0.008,-0.008,0,,,,,,,,,0,1,19h01m45.40s,285.439148,+43d10m06.5s,43.168484,,,,,,,,,5123.00,100.00,0,0,0.97,,0,0,0.82,0.05,0,0,,,,,,,,,,,0.012,0.001,-0.001,0,,,,,,4.55,0.15,0,0,,,,0.106,,0,0
1107,Kepler-212,b,Transit,2,16.25758200,0.00037800,-0.00037800,0,0.133000,,,0,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,,,,,0,1,19h10m29.00s,287.620819,+43d08m30.0s,43.141678,,,,,,,,,5852.00,100.00,0,0,1.16,,0,0,1.46,0.27,0,0,,,,,,,,,,,0.010,0.002,-0.002,0,,,,,,4.18,0.15,0,0,,,,,,,
1108,Kepler-212,c,Transit,2,31.80517400,0.00014200,-0.00014200,0,0.207000,,,0,,,,,,,,,,,,,0.244,0.045,-0.045,0,,,,,,,,,0,1,19h10m29.00s,287.620819,+43d08m30.0s,43.141678,,,,,,,,,5852.00,100.00,0,0,1.16,,0,0,1.46,0.27,0,0,,,,,,,,,,,0.025,0.005,-0.005,0,,,,,,4.18,0.15,0,0,,,,,,,
1109,Kepler-213,b,Transit,2,2.46236000,0.00000600,-0.00000600,0,0.036000,,,0,,,,,,,,,,,,,0.145,0.028,-0.028,0,,,,,,,,,0,1,19h23m17.81s,290.824188,+44d38m49.9s,44.647186,,,,,,,,,5696.00,100.00,0,0,0.94,,0,0,1.20,0.22,0,0,,,,,,,,,,,0.015,0.003,-0.003,0,,,,,,4.31,0.15,0,0,,,,-0.051,,0,0
1110,Kepler-213,c,Transit,2,4.82296200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,0.209,0.040,-0.040,0,,,,,,,,,0,1,19h23m17.81s,290.824188,+44d38m49.9s,44.647186,,,,,,,,,5696.00,100.00,0,0,0.94,,0,0,1.20,0.22,0,0,,,,,,,,,,,0.021,0.004,-0.004,0,,,,,,4.31,0.15,0,0,,,,-0.051,,0,0
1111,Kepler-214,b,Transit,2,15.66054400,0.00008000,-0.00008000,0,0.130000,,,0,,,,,,,,,,,,,0.233,0.044,-0.044,0,,,,,,,,,0,1,18h59m01.16s,284.754852,+44d57m21.7s,44.956032,,,,,,,,,6169.00,100.00,0,0,,,,,1.35,0.25,0,0,,,,,,,,,,,0.024,0.004,-0.004,0,,,,,,4.25,0.15,0,0,,,,-0.359,,0,0
1112,Kepler-214,c,Transit,2,28.77980000,0.00039700,-0.00039700,0,0.194000,,,0,,,,,,,,,,,,,0.190,0.036,-0.036,0,,,,,,,,,0,1,18h59m01.16s,284.754852,+44d57m21.7s,44.956032,,,,,,,,,6169.00,100.00,0,0,,,,,1.35,0.25,0,0,,,,,,,,,,,0.019,0.004,-0.004,0,,,,,,4.25,0.15,0,0,,,,-0.359,,0,0
1113,Kepler-215,b,Transit,4,9.36067200,0.00004000,-0.00004000,0,0.084000,,,0,,,,,,,,,,,,,0.145,0.036,-0.036,0,,,,,,,,,0,1,19h39m53.64s,294.973511,+45d12m49.3s,45.213688,,,,,,,,,5739.00,164.00,0,0,0.77,,0,0,1.03,0.24,0,0,,,,,,,,,,,0.015,0.004,-0.004,0,,,,,,4.36,0.15,0,0,,,,-0.618,,0,0
1114,Kepler-215,c,Transit,4,14.66710800,0.00008900,-0.00008900,0,0.113000,,,0,,,,,,,,,,,,,0.158,0.037,-0.037,0,,,,,,,,,0,1,19h39m53.64s,294.973511,+45d12m49.3s,45.213688,,,,,,,,,5739.00,164.00,0,0,0.77,,0,0,1.03,0.24,0,0,,,,,,,,,,,0.016,0.004,-0.004,0,,,,,,4.36,0.15,0,0,,,,-0.618,,0,0
1115,Kepler-215,d,Transit,4,30.86442300,0.00009200,-0.00009200,0,0.185000,,,0,,,,,,,,,,,,,0.213,0.049,-0.049,0,,,,,,,,,0,1,19h39m53.64s,294.973511,+45d12m49.3s,45.213688,,,,,,,,,5739.00,164.00,0,0,0.77,,0,0,1.03,0.24,0,0,,,,,,,,,,,0.022,0.005,-0.005,0,,,,,,4.36,0.15,0,0,,,,-0.618,,0,0
1116,Kepler-215,e,Transit,4,68.16101000,0.00063000,-0.00063000,0,0.314000,,,0,,,,,,,,,,,,,0.156,0.037,-0.037,0,,,,,,,,,0,1,19h39m53.64s,294.973511,+45d12m49.3s,45.213688,,,,,,,,,5739.00,164.00,0,0,0.77,,0,0,1.03,0.24,0,0,,,,,,,,,,,0.016,0.004,-0.004,0,,,,,,4.36,0.15,0,0,,,,-0.618,,0,0
1117,Kepler-216,b,Transit,2,7.69364100,0.00003100,-0.00003100,0,0.079000,,,0,,,,,,,,,,,,,0.210,0.041,-0.041,0,,,,,,,,,0,1,19h34m54.73s,293.728058,+46d07m45.0s,46.129154,,,,,,,,,6091.00,120.00,0,0,,,,,1.26,0.24,0,0,,,,,,,,,,,0.022,0.004,-0.004,0,,,,,,4.28,0.15,0,0,,,,-0.183,,0,0
1118,Kepler-216,c,Transit,2,17.40666900,0.00005700,-0.00005700,0,0.136000,,,0,,,,,,,,,,,,,0.271,0.053,-0.053,0,,,,,,,,,0,1,19h34m54.73s,293.728058,+46d07m45.0s,46.129154,,,,,,,,,6091.00,120.00,0,0,,,,,1.26,0.24,0,0,,,,,,,,,,,0.028,0.005,-0.005,0,,,,,,4.28,0.15,0,0,,,,-0.183,,0,0
1119,Kepler-217,b,Transit,2,5.37494300,0.00001900,-0.00001900,0,0.065000,,,0,,,,,,,,,,,,,0.199,0.029,-0.029,0,,,,,,,,,0,1,19h32m09.06s,293.037750,+46d16m39.0s,46.277508,,,,,,,,,6171.00,109.00,0,0,,,,,1.80,0.26,0,0,,,,,,,,,,,0.021,0.003,-0.003,0,,,,,,4.03,0.18,0,0,,,,,,,
1120,Kepler-217,c,Transit,2,8.58600400,0.00005300,-0.00005300,0,0.089000,,,0,,,,,,,,,,,,,0.165,0.024,-0.024,0,,,,,,,,,0,1,19h32m09.06s,293.037750,+46d16m39.0s,46.277508,,,,,,,,,6171.00,109.00,0,0,,,,,1.80,0.26,0,0,,,,,,,,,,,0.017,0.003,-0.003,0,,,,,,4.03,0.18,0,0,,,,,,,
1121,Kepler-218,b,Transit,2,3.61933700,0.00001100,-0.00001100,0,0.046000,,,0,,,,,,,,,,,,,0.132,0.011,-0.011,0,,,,,,,,,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,,,,,,,,5502.00,74.00,0,0,,,,,1.06,0.08,0,0,,,,,,,,,,,0.014,0.001,-0.001,0,,,,,,4.39,0.06,0,0,,,,0.194,,0,0
1122,Kepler-218,c,Transit,2,44.69957600,0.00016700,-0.00016700,0,0.248000,,,0,,,,,,,,,,,,,0.280,0.023,-0.023,0,,,,,,,,,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,,,,,,,,5502.00,74.00,0,0,,,,,1.06,0.08,0,0,,,,,,,,,,,0.029,0.002,-0.002,0,,,,,,4.39,0.06,0,0,,,,0.194,,0,0
1123,Kepler-219,b,Transit,3,4.58551200,0.00000800,-0.00000800,0,0.057000,,,0,,,,,,,,,,,,,0.263,0.044,-0.044,0,,,,,,,,,0,1,19h14m57.36s,288.738983,+46d45m45.2s,46.762558,,,,,,,,,5786.00,100.00,0,0,,,,,1.49,0.25,0,0,,,,,,,,,,,0.027,0.004,-0.004,0,,,,,,4.16,0.15,0,0,,,,0.020,,0,0
1124,Kepler-219,c,Transit,3,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,,,,,0,1,19h14m57.36s,288.738983,+46d45m45.2s,46.762558,,,,,,,,,5786.00,100.00,0,0,,,,,1.49,0.25,0,0,,,,,,,,,,,0.033,0.005,-0.005,0,,,,,,4.16,0.15,0,0,,,,0.020,,0,0
1125,Kepler-219,d,Transit,3,47.90364500,0.00030700,-0.00030700,0,0.272000,,,0,,,,,,,,,,,,,0.251,0.043,-0.043,0,,,,,,,,,0,1,19h14m57.36s,288.738983,+46d45m45.2s,46.762558,,,,,,,,,5786.00,100.00,0,0,,,,,1.49,0.25,0,0,,,,,,,,,,,0.026,0.004,-0.004,0,,,,,,4.16,0.15,0,0,,,,0.020,,0,0
1126,Kepler-220,b,Transit,4,4.15980700,0.00001000,-0.00001000,0,0.046000,,,0,,,,,,,,,,,,,0.072,0.004,-0.004,0,,,,,,,,,0,1,19h26m01.49s,291.506226,+46d53m44.8s,46.895779,,,,,,,,,4632.00,100.00,0,0,,,,,0.67,0.03,0,0,,,,,,,,,,,0.007,0.001,-0.001,0,,,,,,4.65,0.15,0,0,,,,,,,
1127,Kepler-220,c,Transit,4,9.03419900,0.00000900,-0.00000900,0,0.076000,,,0,,,,,,,,,,,,,0.140,0.008,-0.008,0,,,,,,,,,0,1,19h26m01.49s,291.506226,+46d53m44.8s,46.895779,,,,,,,,,4632.00,100.00,0,0,,,,,0.67,0.03,0,0,,,,,,,,,,,0.014,0.001,-0.001,0,,,,,,4.65,0.15,0,0,,,,,,,
1128,Kepler-220,d,Transit,4,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,,,,,,,,,,,,,0.087,0.005,-0.005,0,,,,,,,,,0,1,19h26m01.49s,291.506226,+46d53m44.8s,46.895779,,,,,,,,,4632.00,100.00,0,0,,,,,0.67,0.03,0,0,,,,,,,,,,,0.009,0.001,-0.001,0,,,,,,4.65,0.15,0,0,,,,,,,
1129,Kepler-220,e,Transit,4,45.90273300,0.00019200,-0.00019200,0,0.226000,,,0,,,,,,,,,,,,,0.119,0.011,-0.011,0,,,,,,,,,0,1,19h26m01.49s,291.506226,+46d53m44.8s,46.895779,,,,,,,,,4632.00,100.00,0,0,,,,,0.67,0.03,0,0,,,,,,,,,,,0.012,0.001,-0.001,0,,,,,,4.65,0.15,0,0,,,,,,,
1130,Kepler-221,b,Transit,4,2.79590600,0.00000400,-0.00000400,0,0.037000,,,0,,,,,,,,,,,,,0.153,0.015,-0.015,0,,,,,,,,,0,1,19h46m37.14s,296.654755,+46d50m07.0s,46.835270,,,,,,,,,5243.00,100.00,0,0,0.72,,0,0,0.82,0.07,0,0,,,,,,,,,,,0.016,0.002,-0.002,0,,,,,,4.54,0.15,0,0,,,,-0.413,,0,0
1131,Kepler-221,c,Transit,4,5.69058600,0.00000400,-0.00000400,0,0.059000,,,0,,,,,,,,,,,,,0.261,0.024,-0.024,0,,,,,,,,,0,1,19h46m37.14s,296.654755,+46d50m07.0s,46.835270,,,,,,,,,5243.00,100.00,0,0,0.72,,0,0,0.82,0.07,0,0,,,,,,,,,,,0.027,0.003,-0.003,0,,,,,,4.54,0.15,0,0,,,,-0.413,,0,0
1132,Kepler-221,d,Transit,4,10.04156000,0.00001100,-0.00001100,0,0.087000,,,0,,,,,,,,,,,,,0.244,0.022,-0.022,0,,,,,,,,,0,1,19h46m37.14s,296.654755,+46d50m07.0s,46.835270,,,,,,,,,5243.00,100.00,0,0,0.72,,0,0,0.82,0.07,0,0,,,,,,,,,,,0.025,0.002,-0.002,0,,,,,,4.54,0.15,0,0,,,,-0.413,,0,0
1133,Kepler-221,e,Transit,4,18.36991700,0.00002900,-0.00002900,0,0.130000,,,0,,,,,,,,,,,,,0.235,0.022,-0.022,0,,,,,,,,,0,1,19h46m37.14s,296.654755,+46d50m07.0s,46.835270,,,,,,,,,5243.00,100.00,0,0,0.72,,0,0,0.82,0.07,0,0,,,,,,,,,,,0.024,0.002,-0.002,0,,,,,,4.54,0.15,0,0,,,,-0.413,,0,0
1134,Kepler-222,b,Transit,3,3.93698100,0.00000500,-0.00000500,0,0.048000,,,0,,,,,,,,,,,,,0.282,0.125,-0.125,0,,,,,,,,,0,1,19h11m37.46s,287.906097,+46d56m16.0s,46.937767,,,,,,,,,5433.00,200.00,0,0,,,,,0.87,0.38,0,0,,,,,,,,,,,0.029,0.013,-0.013,0,,,,,,4.55,0.30,0,0,,,,0.150,,0,0
1135,Kepler-222,c,Transit,3,10.08881000,0.00001100,-0.00001100,0,0.091000,,,0,,,,,,,,,,,,,0.414,0.185,-0.185,0,,,,,,,,,0,1,19h11m37.46s,287.906097,+46d56m16.0s,46.937767,,,,,,,,,5433.00,200.00,0,0,,,,,0.87,0.38,0,0,,,,,,,,,,,0.043,0.019,-0.019,0,,,,,,4.55,0.30,0,0,,,,0.150,,0,0
1136,Kepler-222,d,Transit,3,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,,,,,,,,,,,,,0.329,0.145,-0.145,0,,,,,,,,,0,1,19h11m37.46s,287.906097,+46d56m16.0s,46.937767,,,,,,,,,5433.00,200.00,0,0,,,,,0.87,0.38,0,0,,,,,,,,,,,0.034,0.015,-0.015,0,,,,,,4.55,0.30,0,0,,,,0.150,,0,0
1137,Kepler-223,b,Transit,4,7.38410800,0.00015900,-0.00015900,0,0.073000,,,0,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,,,,,0,1,19h53m16.41s,298.318359,+47d16m46.2s,47.279495,,,,,,,,,5829.00,200.00,0,0,,,,,1.02,0.44,0,0,,,,,,,,,,,0.015,0.007,-0.007,0,,,,,,4.40,0.30,0,0,,,,-0.211,,0,0
1138,Kepler-223,c,Transit,4,9.84818300,0.00014500,-0.00014500,0,0.088000,,,0,,,,,,,,,,,,,0.178,0.078,-0.078,0,,,,,,,,,0,1,19h53m16.41s,298.318359,+47d16m46.2s,47.279495,,,,,,,,,5829.00,200.00,0,0,,,,,1.02,0.44,0,0,,,,,,,,,,,0.018,0.008,-0.008,0,,,,,,4.40,0.30,0,0,,,,-0.211,,0,0
1139,Kepler-223,d,Transit,4,14.78875900,0.00010800,-0.00010800,0,0.116000,,,0,,,,,,,,,,,,,0.266,0.117,-0.117,0,,,,,,,,,0,1,19h53m16.41s,298.318359,+47d16m46.2s,47.279495,,,,,,,,,5829.00,200.00,0,0,,,,,1.02,0.44,0,0,,,,,,,,,,,0.027,0.012,-0.012,0,,,,,,4.40,0.30,0,0,,,,-0.211,,0,0
1140,Kepler-223,e,Transit,4,19.72173400,0.00022800,-0.00022800,0,0.140000,,,0,,,,,,,,,,,,,0.214,0.093,-0.093,0,,,,,,,,,0,1,19h53m16.41s,298.318359,+47d16m46.2s,47.279495,,,,,,,,,5829.00,200.00,0,0,,,,,1.02,0.44,0,0,,,,,,,,,,,0.022,0.009,-0.009,0,,,,,,4.40,0.30,0,0,,,,-0.211,,0,0
1141,Kepler-224,b,Transit,4,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,,,,,,,,,,,,,0.124,0.008,-0.008,0,,,,,,,,,0,1,19h23m44.23s,290.934296,+47d21m27.4s,47.357601,,,,,,,,,5018.00,100.00,0,0,0.74,,0,0,0.68,0.04,0,0,,,,,,,,,,,0.013,0.001,-0.001,0,,,,,,4.64,0.15,0,0,,,,-0.309,,0,0
1142,Kepler-224,c,Transit,4,5.92500300,0.00001000,-0.00001000,0,0.058000,,,0,,,,,,,,,,,,,0.278,0.023,-0.023,0,,,,,,,,,0,1,19h23m44.23s,290.934296,+47d21m27.4s,47.357601,,,,,,,,,5018.00,100.00,0,0,0.74,,0,0,0.68,0.04,0,0,,,,,,,,,,,0.029,0.002,-0.002,0,,,,,,4.64,0.15,0,0,,,,-0.309,,0,0
1143,Kepler-224,d,Transit,4,11.34939300,0.00003400,-0.00003400,0,0.089000,,,0,,,,,,,,,,,,,0.205,0.012,-0.012,0,,,,,,,,,0,1,19h23m44.23s,290.934296,+47d21m27.4s,47.357601,,,,,,,,,5018.00,100.00,0,0,0.74,,0,0,0.68,0.04,0,0,,,,,,,,,,,0.021,0.001,-0.001,0,,,,,,4.64,0.15,0,0,,,,-0.309,,0,0
1144,Kepler-224,e,Transit,4,18.64357700,0.00008700,-0.00008700,0,0.124000,,,0,,,,,,,,,,,,,0.176,0.013,-0.013,0,,,,,,,,,0,1,19h23m44.23s,290.934296,+47d21m27.4s,47.357601,,,,,,,,,5018.00,100.00,0,0,0.74,,0,0,0.68,0.04,0,0,,,,,,,,,,,0.018,0.001,-0.001,0,,,,,,4.64,0.15,0,0,,,,-0.309,,0,0
1145,Kepler-225,b,Transit,2,6.73897500,0.00004100,-0.00004100,0,0.056000,,,0,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,,,,,0,1,19h28m46.55s,292.193970,+47d27m25.5s,47.457096,,,,,,,,,3682.00,150.00,0,0,,,,,0.48,0.02,0,0,,,,,,,,,,,0.011,0.001,-0.001,0,,,,,,4.78,0.20,0,0,,,,-0.185,,0,0
